,bdate,education_form,relation,education_status,langs,occupation_type,career_start,career_end,result
2469,4.1.1992,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2470,11.7,Full-time,4.0,Alumnus (Specialist),Русский;Татарча,work,2010,False,0
2471,11.3,Full-time,4.0,Student (Specialist),False,university,False,False,0
2472,4.10.1990,Full-time,0.0,Student (Bachelor's),Čeština;Русский;English;Deutsch,work,2014,False,1
2473,25.8,Full-time,4.0,Student (Master's),Русский;English,university,False,False,0
2474,19.11.1987,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2475,15.1.1997,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
2476,8.2,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,1
2477,7.4.1993,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
2478,4.6.1984,Distance Learning,4.0,Student (Bachelor's),False,university,False,False,0
2479,,Full-time,1.0,Alumnus (Specialist),Русский,university,2006,False,0
2480,27.5,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,1
2481,15.7,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2482,17.7.1989,Full-time,1.0,Alumnus (Bachelor's),Русский;English,work,2019,False,1
2483,7.9.1988,Full-time,4.0,Student (Specialist),Русский,work,2012,2012,0
2484,24.8,Full-time,0.0,Student (Bachelor's),English,university,False,False,1
2485,28.5.1993,Full-time,0.0,Alumnus (Bachelor's),Русский,university,False,False,1
2486,17.9,Full-time,7.0,Alumnus (Master's),Русский;Українська;English,university,False,False,1
2487,21.4.1986,Full-time,7.0,Student (Bachelor's),Русский,university,False,False,0
2488,13.1.1981,Full-time,0.0,Alumnus (Master's),Русский,work,2011,False,1
2489,14.6.1985,Full-time,0.0,Alumnus (Specialist),False,work,2020,False,1
2490,,,0.0,Student (Specialist),False,university,False,False,1
2491,,Part-time,0.0,Student (Specialist),Русский,university,2012,2019,0
2492,8.10.1974,Full-time,4.0,Alumnus (Master's),Русский,work,False,False,1
2493,6.12.1994,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,0
2494,24.3,Part-time,5.0,Alumnus (Specialist),False,university,2010,2018,0
2495,1.3.1974,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
2496,11.3.1990,,4.0,Alumnus (Specialist),Русский,work,2013,False,0
2497,25.8,Full-time,0.0,Student (Specialist),Русский;Українська;Lingua Latina;English;Polski,university,False,False,0
2498,19.6.1988,Full-time,6.0,Student (Specialist),Русский,work,2006,False,0
2499,11.10,,4.0,Alumnus (Bachelor's),Русский,work,False,False,1
2500,4.12,,1.0,Alumnus (Specialist),Русский,university,False,False,1
2501,27.7.1981,Full-time,4.0,PhD,Русский,university,False,False,0
2502,10.7.1988,Part-time,1.0,Student (Specialist),Русский,work,2005,False,1
2503,27.4.1991,Full-time,4.0,Student (Specialist),Русский;English;Deutsch,university,False,False,1
2504,9.4,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2505,28.4,Full-time,1.0,Student (Bachelor's),Українська,university,False,False,0
2506,14.7,Full-time,0.0,Student (Specialist),Русский;English;Deutsch,work,2015,False,1
2507,4.3.1984,Full-time,0.0,Alumnus (Specialist),Русский;English,work,False,False,1
2508,4.5,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2509,21.10,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2510,12.1.1986,Full-time,0.0,Alumnus (Specialist),Русский,work,2018,False,1
2511,30.4.1986,Full-time,4.0,Alumnus (Bachelor's),Русский,university,2007,2006,0
2512,18.7.1981,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,0
2513,,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2514,4.7.1989,Distance Learning,4.0,Alumnus (Specialist),Русский,university,2007,2012,1
2515,31.3.1998,Full-time,0.0,Student (Bachelor's),Русский,university,False,2018,1
2516,21.4.1974,Full-time,0.0,Alumnus (Bachelor's),Русский,work,False,False,1
2517,1.12,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,0
2518,30.4.1996,Full-time,0.0,Alumnus (Master's),False,university,False,2021,1
2519,1.1.1950,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2520,12.1,Full-time,7.0,Student (Bachelor's),Русский,work,2010,False,0
2521,23.5.1986,Full-time,4.0,Student (Specialist),Русский;English;Deutsch,work,2004,False,1
2522,,Full-time,1.0,Alumnus (Specialist),Русский;Удмурт;English,university,False,False,1
2523,15.6.1993,Full-time,4.0,Student (Bachelor's),Русский;Deutsch,work,False,False,1
2524,8.3,Full-time,4.0,Alumnus (Specialist),Русский,work,2010,False,1
2525,17.6,Full-time,0.0,Alumnus (Specialist),Русский,work,2009,False,1
2526,,Full-time,4.0,Alumnus (Bachelor's),False,work,2008,2011,1
2527,23.9,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
2528,13.11.1990,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
2529,20.3.1990,Full-time,7.0,Alumnus (Specialist),Русский;English;Deutsch,university,False,False,1
2530,7.9,Full-time,4.0,Student (Specialist),Русский,work,2004,False,0
2531,14.12,Full-time,6.0,Student (Specialist),Русский,,False,False,0
2532,19.3.1991,Full-time,4.0,PhD,Русский,work,False,False,0
2533,11.6.1987,Full-time,4.0,Student (Specialist),Русский,work,2009,2009,0
2534,9.11.1986,Full-time,4.0,Alumnus (Specialist),Русский,work,2006,False,1
2535,13.8.1989,Distance Learning,4.0,Student (Specialist),Русский,university,False,False,0
2536,,Distance Learning,5.0,Alumnus (Specialist),Русский,university,False,False,0
2537,22.5.1991,Full-time,6.0,Student (Bachelor's),Русский,university,False,False,0
2538,24.3.1984,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2539,7.4,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
2540,26.8.1988,Full-time,4.0,Student (Master's),Русский,university,False,False,1
2541,9.9.1994,Distance Learning,4.0,Student (Bachelor's),Русский,university,False,False,1
2542,30.5,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2543,11.7,Full-time,0.0,Student (Specialist),Русский;English;Latviešu,university,False,False,0
2544,14.10.1993,Full-time,0.0,Alumnus (Specialist),Русский,work,2010,False,0
2545,22.6,,1.0,Alumnus (Master's),Русский,university,False,False,1
2546,5.9,Full-time,1.0,Alumnus (Specialist),Русский;English;Հայերեն,university,False,False,0
2547,7.4,Full-time,0.0,Student (Bachelor's),English;Deutsch;Русский,university,False,False,1
2548,26.7,Distance Learning,4.0,Alumnus (Bachelor's),Русский,work,2006,False,1
2549,26.2.1986,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2550,19.2.1990,Distance Learning,7.0,Alumnus (Specialist),Русский,work,2012,False,1
2551,18.6.1994,Full-time,0.0,Alumnus (Bachelor's),False,university,False,False,1
2552,23.9.1990,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2010,False,0
2553,6.10,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,1
2554,20.4.1990,Distance Learning,1.0,PhD,False,university,False,False,0
2555,16.6,Distance Learning,0.0,Alumnus (Specialist),False,university,False,False,0
2556,16.1.1984,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,0
2557,2.9.1988,Part-time,0.0,Alumnus (Specialist),Русский,work,2010,False,1
2558,12.7.1989,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
2559,,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,1
2560,6.5,Full-time,0.0,Alumnus (Specialist),English;Русский;Deutsch,university,1995,2015,1
2561,,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,1
2562,10.4,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
2563,2.10.1990,Full-time,4.0,Undergraduate applicant,Українська,university,2007,2008,0
2564,5.10.1974,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2565,2.8.1996,Part-time,0.0,Alumnus (Bachelor's),Русский;Français;English,university,False,False,1
2566,27.8.1991,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
2567,,Distance Learning,8.0,Alumnus (Specialist),Русский;Українська;English,university,False,False,0
2568,17.3.1992,Full-time,0.0,Alumnus (Bachelor's),Русский,university,False,False,1
2569,16.12.1985,Full-time,0.0,Alumnus (Bachelor's),Русский,work,2008,False,0
2570,30.12.1984,Full-time,4.0,PhD,Русский,university,False,False,1
2571,10.12.1992,Distance Learning,4.0,Alumnus (Bachelor's),Русский,work,2021,False,0
2572,17.7.1987,Full-time,1.0,Student (Specialist),False,work,False,False,1
2573,29.8.1987,Full-time,7.0,Student (Specialist),Русский;English;Suomi,university,2012,2015,1
2574,,Distance Learning,8.0,Alumnus (Specialist),Русский,university,False,False,1
2575,15.7.2007,Full-time,0.0,PhD,Русский,university,False,False,1
2576,7.4,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
2577,17.6,,0.0,Alumnus (Specialist),Русский;English;Čeština,work,2011,False,1
2578,30.8,Full-time,2.0,Alumnus (Master's),Русский,university,False,False,0
2579,2.5.1982,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2580,14.4,Full-time,4.0,Alumnus (Specialist),Русский,work,2013,False,1
2581,6.6.1987,Full-time,4.0,Student (Specialist),Русский,work,False,False,0
2582,4.6,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2583,26.7.1989,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
2584,18.7,Full-time,0.0,Alumnus (Specialist),Русский;Українська,university,False,False,1
2585,28.8.1998,Full-time,0.0,Student (Master's),Русский;English,university,False,False,0
2586,,Full-time,4.0,Candidate of Sciences,Русский;Deutsch;English,work,False,False,1
2587,13.3,Full-time,0.0,Student (Specialist),False,work,False,False,1
2588,13.6,Full-time,5.0,Alumnus (Specialist),Русский,,False,False,0
2589,1.12.1993,Full-time,4.0,Alumnus (Bachelor's),False,university,False,False,1
2590,4.6.1989,Full-time,4.0,Student (Specialist),Русский,university,False,False,0
2591,18.7,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
2592,30.6,Full-time,0.0,PhD,False,university,False,False,1
2593,20.8,Full-time,1.0,Undergraduate applicant,Русский,work,False,False,0
2594,27.11.1989,Part-time,1.0,Student (Specialist),False,university,2009,False,0
2595,21.1,Full-time,4.0,Alumnus (Specialist),Русский;English;Татарча,work,2012,False,1
2596,,Full-time,1.0,Alumnus (Bachelor's),Русский,university,False,False,0
2597,13.2.1992,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,0
2598,6.10.1987,Full-time,4.0,Alumnus (Specialist),Русский,work,2012,False,0
2599,30.11.1992,Distance Learning,7.0,Student (Bachelor's),Русский;English;Українська,university,2013,2016,0
2600,14.2.1986,Full-time,0.0,Undergraduate applicant,False,university,False,False,0
2601,8.12.1992,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
2602,8.2.1989,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
2603,17.1.1982,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2604,15.7.1986,Full-time,1.0,Alumnus (Master's),Русский,university,2004,2015,1
2605,2.10.1990,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,0
2606,,Full-time,0.0,Alumnus (Bachelor's),Русский,university,2001,2009,0
2607,21.11.1991,Distance Learning,4.0,Alumnus (Bachelor's),Русский;English,university,False,False,0
2608,24.6.1990,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2609,14.3.1989,Full-time,0.0,Alumnus (Bachelor's),Русский;English,work,2011,False,1
2610,23.5.1992,Full-time,4.0,Student (Specialist),Русский,work,2013,False,1
2611,,Distance Learning,0.0,Alumnus (Specialist),False,work,False,False,1
2612,,Part-time,1.0,Undergraduate applicant,Русский,university,False,False,0
2613,3.4.1994,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
2614,29.9.1985,Full-time,0.0,Alumnus (Specialist),Русский,work,1985,False,0
2615,5.4.1989,Full-time,0.0,Student (Specialist),Русский,work,False,False,0
2616,,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,0
2617,25.10.1990,,1.0,Alumnus (Bachelor's),Русский,university,False,False,0
2618,19.7.1987,Full-time,1.0,PhD,Русский,university,False,False,0
2619,20.6,Distance Learning,1.0,Student (Specialist),False,university,False,False,0
2620,1.11,Part-time,5.0,Alumnus (Bachelor's),False,work,False,False,1
2621,5.5.1988,Distance Learning,6.0,Student (Bachelor's),False,work,2006,False,0
2622,,Full-time,1.0,Student (Bachelor's),False,university,False,False,1
2623,27.4.1986,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2624,14.2,Full-time,0.0,Alumnus (Bachelor's),False,university,False,False,1
2625,26.10,Full-time,1.0,Student (Specialist),Русский,work,2009,False,0
2626,4.3,Full-time,7.0,Alumnus (Bachelor's),Русский;Татарча;English,work,False,False,1
2627,10.4.1982,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
2628,12.2.1993,Full-time,0.0,Alumnus (Bachelor's),Русский,university,False,False,1
2629,20.12.1980,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
2630,5.3.1984,Full-time,4.0,Alumnus (Specialist),Русский;English;Deutsch,work,2019,False,1
2631,4.4.1987,Full-time,4.0,Alumnus (Specialist),Русский;Татарча;Türkçe;English,university,False,False,0
2632,,Full-time,0.0,Alumnus (Master's),Русский,university,False,False,1
2633,10.9,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,0
2634,27.7.1989,Full-time,0.0,Alumnus (Specialist),Русский,university,2019,2018,0
2635,,Full-time,7.0,Alumnus (Specialist),Русский;English,work,2004,False,1
2636,22.2.1997,Part-time,4.0,Alumnus (Bachelor's),Русский;Українська;English,university,2012,False,1
2637,17.2.1992,Full-time,1.0,Alumnus (Specialist),Русский;English,university,False,False,0
2638,,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
2639,5.11.1990,Full-time,3.0,Alumnus (Bachelor's),Русский;English;Italiano;Français,university,False,False,1
2640,2.9,Full-time,0.0,Alumnus (Specialist),Русский,work,2016,False,1
2641,,Full-time,1.0,Alumnus (Specialist),Українська,work,2013,2013,1
